client_id,district_id,age,gender
5775,46,44,M
5788,72,37,M
5801,26,20,F
5826,15,31,M
5827,15,24,F
5858,52,47,M
5859,52,54,F
5860,47,35,M
5866,67,21,F
5873,5,20,F
5911,14,64,M
5928,42,29,F
5965,50,48,M
5977,43,20,M
5978,33,55,F
6001,60,62,M
6015,54,26,M
6033,1,33,M
6034,20,60,M
6039,1,41,F
6040,1,36,M
6042,53,36,M
6052,40,50,M
6067,70,49,F
6077,54,19,F
6112,43,41,F
6114,66,59,F
6115,13,46,F
6122,6,31,F
6144,54,43,F
6175,72,35,M
6178,1,59,F
6183,1,36,M
6185,58,51,F
6186,58,47,M
6191,74,47,M
6196,68,56,M
6235,5,59,M
6255,54,53,F
6256,54,58,M
6257,75,57,F
6272,1,57,M
6275,13,43,M
6299,1,63,M
6301,55,50,F
6317,77,42,F
6318,77,49,M
6342,8,45,M
6349,72,27,M
6359,64,23,M
6363,4,26,F
6366,49,33,M
6367,44,29,M
6383,15,29,M
6391,34,47,M
6408,47,43,M
6417,40,49,M
6422,28,39,M
6452,64,57,M
6468,70,55,M
6469,4,46,M
6473,76,59,F
6474,76,65,M
6478,3,48,M
6481,1,41,F
6485,48,37,F
6499,44,36,M
6501,1,29,M
6511,47,46,M
6544,66,25,M
6545,66,21,F
6546,1,36,F
6551,24,51,F
6552,71,44,M
6567,5,21,F
6571,72,28,F
6604,72,51,M
6610,57,45,M
6616,1,46,M
6619,43,56,F
6644,1,40,F
6691,43,57,M
6698,43,47,F
6729,15,42,M
6731,13,56,M
6749,9,56,F
6750,9,53,M
6753,15,37,M
6764,19,55,M
6789,57,20,M
6798,61,51,F
6803,5,19,F
6804,5,18,M
6827,59,30,M
6829,10,36,F
6844,53,28,F
6886,66,57,F
6892,1,48,F
6893,1,55,M
6895,42,28,M
6906,64,50,M
6922,14,60,F
6924,17,32,M
6936,52,40,F
6944,43,29,M
6946,74,29,F
6967,44,46,M
6978,38,34,M
6987,1,31,M
7010,70,32,M
7011,70,38,F
7043,77,59,M
7065,5,28,F
7100,30,38,F
7102,75,32,F
7112,76,38,M
7127,3,42,M
7150,45,36,F
7166,15,35,M
7186,27,55,F
7195,50,37,M
7234,28,34,M
7241,57,42,F
7286,47,29,F
7291,77,59,F
7299,1,61,M
7311,56,50,M
7324,1,36,F
7325,24,24,M
7327,49,40,M
7339,19,25,F
7348,6,22,F
7366,29,26,F
7390,1,62,M
7411,54,36,F
7412,54,44,M
7422,74,41,M
7423,74,35,F
7434,34,57,F
7435,67,42,F
7521,74,39,F
7567,5,62,M
7576,38,37,M
7586,56,26,F
7594,64,50,F
7614,64,22,M
7632,1,51,M
7672,26,46,M
7678,3,37,M
7683,12,53,M
7723,48,33,F
7724,48,31,M
7727,31,41,F
7753,70,21,F
7765,1,41,F
7772,1,23,F
7787,34,48,M
7796,50,24,F
7797,50,29,M
7800,16,42,F
7814,61,23,F
7815,4,53,F
7843,6,33,M
7855,7,35,F
7862,74,34,M
7863,72,40,M
7864,34,64,M
7914,38,33,F
7959,1,21,F
7970,74,32,M
7980,16,23,M
8013,43,57,M
8030,1,32,M
8064,54,33,F
8074,61,41,M
8076,16,49,F
8089,35,34,M
8091,5,28,M
8096,38,20,F
8105,72,36,M
8130,62,23,F
8200,1,55,F
8217,69,21,M
8276,43,20,F
8287,14,63,M
8295,15,48,F
8327,48,54,F
8333,60,33,M
8342,76,20,M
8356,3,30,M
8359,74,20,M
8362,74,24,F
8366,41,39,F
8392,36,33,F
8393,36,33,M
8432,38,31,F
8433,38,38,M
8463,75,52,M
8489,75,47,F
8502,51,56,M
8506,69,20,F
8510,55,52,M
8548,57,54,F
8568,1,28,F
8571,54,64,M
8598,46,42,F
8610,55,51,F
8611,55,51,M
8615,12,60,F
8636,71,58,F
8661,1,45,F
8666,7,28,F
8667,77,32,F
8670,5,56,F
8677,49,44,M
8678,49,37,F
8692,71,46,F
8726,10,46,M
8737,17,51,F
8738,17,51,M
8764,70,59,F
8777,11,46,F
9173,1,54,M
9174,1,59,F
9196,21,60,F
9202,68,37,M
9217,19,59,F
9226,64,60,F
9231,29,27,F
9236,31,43,F
9250,1,36,M
9273,39,44,F
9274,39,41,M
9276,4,53,M
9313,9,39,F
9316,63,41,F
9340,54,32,M
9346,43,27,M
9362,56,26,F
9366,72,24,M
9370,59,24,M
9403,16,25,M
9417,21,50,M
9418,1,49,M
9419,1,49,F
9427,62,29,F
9428,62,34,M
9433,72,54,F
9450,68,56,F
9451,68,57,M
9456,40,58,F
9457,46,21,M
9458,46,26,F
9505,1,41,M
9546,50,44,F
9555,13,52,F
9569,19,49,F
9582,2,57,F
9593,74,31,F
9606,52,50,M
9611,23,41,M
9616,74,37,M
9641,64,54,M
9642,64,62,F
9663,19,54,M
9664,19,55,F
9670,38,51,M
9675,60,29,F
9680,36,22,M
9702,33,48,F
9715,35,22,F
9717,52,47,F
9718,52,40,M
9721,34,45,M
9755,23,48,F
9760,27,30,M
9775,70,39,M
9776,70,38,F
9798,69,49,F
9820,59,31,F
9833,51,35,M
9834,51,39,F
9844,55,54,M
9845,55,56,F
9846,54,32,F
9872,9,32,F
9880,10,29,F
9914,36,57,M
9915,27,32,M
9929,47,32,F
9930,9,27,M
9933,74,58,M
9945,31,31,F
9946,31,39,M
9973,24,54,F
9987,73,49,F
9995,54,41,M
9997,67,37,M
10023,59,26,F
10040,37,31,F
10041,37,31,M
10043,45,34,M
10046,5,53,F
10066,64,36,F
10070,9,25,M
10075,48,35,M
10076,26,30,F
10077,26,26,M
10090,29,19,F
10095,1,23,F
10096,1,21,M
10145,4,34,F
10159,50,61,M
10198,31,23,M
10199,31,20,F
10200,13,19,F
10201,13,14,M
10209,59,24,M
10269,70,59,F
10273,51,41,F
10274,51,43,M
10275,77,29,F
10276,77,23,M
10282,1,20,M
10287,48,37,F
10288,48,40,M
10303,64,37,M
10350,29,38,F
10351,29,41,M
10355,14,23,F
10382,20,34,F
10389,20,56,F
10459,17,35,F
10475,51,51,F
10476,51,49,M
10479,2,44,F
10492,70,62,M
10510,23,54,F
10511,23,49,M
10517,54,19,F
10528,47,47,F
10543,14,54,F
10555,1,64,M
10563,68,50,M
10564,68,45,F
10566,74,57,F
10636,64,28,M
10639,2,45,M
10654,46,37,F
10662,60,50,F
10702,17,61,M
10703,17,56,F
10714,66,53,F
10746,53,28,M
10777,70,19,F
10778,70,23,M
10798,1,19,F
10813,1,20,F
10818,64,27,M
10828,1,42,F
10912,15,36,M
10960,28,57,M
10963,1,55,M
10987,62,38,F
10988,62,35,M
10997,1,27,F
10998,1,32,M
11004,63,52,M
11008,51,30,F
11034,1,27,M
11050,70,42,F
11063,64,44,F
11064,64,46,M
11083,61,46,M
11093,40,40,M
11105,70,42,F
11114,1,47,M
11121,72,28,F
11122,72,20,M
11123,47,51,M
11126,1,34,F
11130,1,38,F
11131,1,42,M
11136,3,55,F
11147,5,27,F
11149,43,34,M
11195,58,46,M
11208,10,42,F
11250,26,53,F
11252,32,34,F
11266,9,61,M
11267,9,63,F
11271,18,62,M
11274,64,30,M
11275,64,36,F
11286,56,59,F
11304,28,39,F
11314,45,63,M
11319,1,57,F
11327,72,52,M
11329,69,38,F
11331,70,55,F
11337,29,30,M
11359,11,27,M
11360,11,27,F
11362,51,33,F
11371,37,58,F
11372,11,38,M
11379,74,47,M
11380,74,48,F
11381,57,20,F
11405,68,35,F
11406,68,29,M
11409,32,19,F
11461,70,25,M
11491,36,41,F
11497,11,40,F
11516,59,61,M
11517,59,59,F
11545,1,33,F
11574,1,55,F
11596,70,59,F
11598,54,22,F
11609,59,42,M
11637,73,48,M
11638,73,45,F
11662,76,27,M
11676,5,56,F
11683,7,19,M
11685,64,34,F
11686,21,51,F
11687,21,54,M
11701,9,50,M
11709,1,38,M
11710,1,32,F
11713,59,48,F
11714,59,54,M
11732,19,42,F
11754,62,33,M
11755,4,54,F
11768,1,28,F
11794,31,29,F
11795,31,22,M
11804,74,55,M
11851,65,29,M
11855,11,42,M
11857,70,47,M
11860,70,74,F
11866,1,62,M
11867,1,65,F
11873,38,36,F
11874,1,30,M
11875,1,32,F
11886,61,58,F
11906,76,55,M
11907,76,54,F
11911,8,60,M
11943,1,38,M
11947,70,35,M
11976,54,60,F
11977,54,55,M
11978,54,28,M
11979,54,22,F
12003,74,23,M
12050,52,56,M
12051,52,63,F
12079,64,27,F
12092,68,22,M
12095,47,60,M
12102,21,31,F
12133,27,35,F
12144,2,19,M
12145,2,17,F
12163,1,45,M
12181,1,38,M
12220,60,28,F
12221,60,28,M
12303,24,25,F
12308,64,21,M
12324,8,21,M
12325,8,35,M
12328,1,55,F
12344,26,59,F
12358,17,56,M
12359,17,64,F
12376,4,40,M
12378,76,53,F
12382,1,44,M
12383,1,36,F
12396,62,29,F
12397,62,26,M
12416,1,26,M
12417,1,25,F
12432,55,34,M
12464,39,40,M
12468,22,30,M
12485,34,34,F
12490,34,19,M
12547,70,36,F
12561,38,33,M
12568,44,43,F
12577,62,49,F
12586,27,52,M
12599,44,43,M
12616,27,34,F
12625,54,41,M
12643,69,37,F
12662,14,46,M
12695,68,20,M
12726,8,54,F
12729,36,31,M
12730,36,35,F
12738,23,39,F
12739,23,41,M
12750,21,59,F
12754,55,39,M
12755,55,40,F
12756,22,50,F
12802,1,30,M
12810,39,35,M
12840,60,60,M
12843,66,46,M
12844,45,53,M
12850,72,44,M
12851,72,42,F
12859,1,23,F
12890,70,41,F
12908,12,58,M
12943,55,29,M
12986,40,26,F
12991,51,52,M
13044,52,23,M
13051,55,34,M
13071,41,43,M
13089,16,20,F
13090,2,19,F
13095,76,49,M
13098,1,21,F
13102,8,50,M
13113,11,23,M
13123,56,21,F
13134,1,37,F
13151,73,41,M
13171,19,49,F
13172,36,61,M
13190,71,43,M
13201,31,62,M
13231,1,40,M
13246,46,57,F
13260,72,22,F
13261,75,55,M
13262,75,61,F
13276,76,22,M
13285,34,64,M
13290,16,58,M
13291,16,59,F
13346,50,43,M
13380,65,57,M
13404,48,33,M
13405,32,41,M
13406,42,21,F
13412,1,45,M
13417,25,48,F
13447,13,29,F
13448,13,31,M
13451,44,44,F
13468,25,39,M
13469,25,44,F
13480,16,46,M
13490,18,30,F
13539,63,21,M
13548,1,23,M
13556,32,41,M
13576,72,25,M
13588,46,25,M
13590,59,22,M
13603,46,58,M
13608,37,36,F
13620,16,29,M
13640,28,44,F
13657,59,36,F
13658,59,42,M
13673,39,28,M
13687,75,40,M
13690,70,36,M
13694,1,23,F
13750,12,19,F
13751,12,20,M
13803,1,52,M
13820,33,51,F
13845,15,26,M
13852,5,27,M
13886,44,45,F
13912,50,24,M
13915,77,25,M
13921,62,29,F
13923,7,20,F
13924,54,47,F
13931,8,57,M
13955,1,54,F
13956,1,56,M
13968,61,31,M
13971,67,37,F
13998,74,46,F
