age,gender,frequency,account_age,card_type,loan_id,loan_date,amount,duration,payments,status,loan_year,loan_month,client_district_habitants,client_district_mun_under_499,client_district_mun_under_1999,client_district_mun_under_9999,client_district_mun_higher_10000,client_district_cities,client_district_inhab_ration,client_district_average_salary,client_district_95_unemp,client_district_96_unemp,client_district_entrepren,client_district_95_crimes,client_district_96_crimes,account_district_habitants,account_district_mun_under_499,account_district_mun_under_1999,account_district_mun_under_9999,account_district_mun_higher_10000,account_district_cities,account_district_inhab_ration,account_district_average_salary,account_district_95_unemp,account_district_96_unemp,account_district_entrepren,account_district_95_crimes,account_district_96_crimes,credit count,credit balance mean,credit balance min,credit balance max,credit amount mean,credit amount min,credit amount max,credit amount std,withdrawal count,withdrawal balance mean,withdrawal balance min,withdrawal balance max,withdrawal amount mean,withdrawal amount min,withdrawal amount max,withdrawal amount std,OPERATION A amount mean,OPERATION A count,OPERATION B amount mean,OPERATION B count,OPERATION C amount mean,OPERATION C count,OPERATION D amount mean,OPERATION D count,OPERATION E amount mean,OPERATION E count,OPERATION F amount mean,OPERATION F count,balance_to_loan_ratio,balance_on_request
29,2,1,6,0,6227,95-03-04,28248,24,1177,1,95,3,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,38,47470.0,400.0,69893.0,10477.0,27.0,30056.0,11122.0,56.0,44302.0,33563.0,68993.0,6507.0,15.0,23400.0,8096.0,19746.0,20,0.0,0.0,6507.0,56.0,0.0,0.0,0.0,0.0,177.0,18.0,1.1940349759274993,33729.1
59,2,2,6,0,6228,93-12-01,464520,60,7742,-1,93,12,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,31,58971.0,200.0,125943.0,16036.0,42.0,47757.0,15298.0,37.0,45718.0,12515.0,121570.0,11074.0,30.0,41000.0,9933.0,22516.0,22,0.0,0.0,11074.0,37.0,0.0,0.0,0.0,0.0,194.0,9.0,0.21914513906828556,101797.3
61,1,1,6,0,6229,94-10-02,11736,24,489,1,94,10,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,36,44887.0,1100.0,70827.0,11519.0,35.0,33098.0,12346.0,97.0,41236.0,26984.0,68192.0,3997.0,15.0,22500.0,4925.0,21684.0,19,0.0,0.0,4617.0,59.0,3034.0,38.0,0.0,0.0,157.0,17.0,2.2992842535787323,26984.4
50,1,1,6,0,6232,94-07-08,276660,36,7685,-1,94,7,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,30,20259.0,500.0,32720.0,3712.0,10.0,11600.0,3347.0,28.0,18183.0,6856.0,28014.0,3271.0,15.0,9800.0,2772.0,5532.0,20,0.0,0.0,3271.0,28.0,0.0,0.0,0.0,0.0,73.0,10.0,0.07150726523530687,19783.2
62,1,2,5,0,6244,95-01-08,270648,36,7518,-1,95,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,36,67094.0,200.0,134501.0,13667.0,106.0,47433.0,18161.0,36.0,54546.0,19056.0,101295.0,12250.0,30.0,52700.0,13509.0,30480.0,16,0.0,0.0,12250.0,36.0,0.0,0.0,0.0,0.0,216.0,20.0,0.1884237090242677,50996.5
41,1,1,6,0,6253,94-11-04,59760,24,2490,1,94,11,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,22,42422.0,300.0,69643.0,11115.0,20.0,34557.0,12448.0,32.0,38680.0,14421.0,64123.0,6356.0,15.0,21440.0,6240.0,20250.0,12,0.0,0.0,6080.0,27.0,7847.0,5.0,0.0,0.0,154.0,10.0,0.6883048862115126,41133.1
39,2,2,6,0,6272,94-12-20,398640,60,6644,1,94,12,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,34,69469.0,400.0,121690.0,21807.0,32.0,59793.0,22566.0,52.0,59404.0,29272.0,102417.0,13118.0,30.0,48100.0,13485.0,400.0,1,43379.0,17.0,13118.0,52.0,0.0,0.0,0.0,0.0,224.0,16.0,0.14879816375677304,59316.9
37,1,1,6,0,6279,94-06-07,87360,24,3640,1,94,6,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,16,39591.0,200.0,69175.0,8545.0,63.0,49341.0,15833.0,14.0,33576.0,24631.0,46375.0,7690.0,15.0,22800.0,6784.0,22522.0,6,0.0,0.0,7690.0,14.0,0.0,0.0,0.0,0.0,158.0,10.0,0.3326224816849817,29057.9
50,2,1,4,0,6283,96-08-11,85632,48,1784,1,96,8,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,38,73835.0,800.0,156504.0,18351.0,136.0,49917.0,18907.0,47.0,57977.0,30004.0,109570.0,12711.0,15.0,60800.0,16942.0,30142.0,23,0.0,0.0,12711.0,47.0,0.0,0.0,0.0,0.0,272.0,15.0,1.1670718890134528,99938.7
46,1,1,6,0,6294,95-02-12,79920,60,1332,1,95,2,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,29,49129.0,700.0,74200.0,13163.0,24.0,36634.0,14096.0,66.0,41526.0,20329.0,72280.0,5310.0,15.0,24300.0,6579.0,25284.0,15,0.0,0.0,6191.0,46.0,3285.0,20.0,0.0,0.0,177.0,14.0,0.39128628628628626,31271.6
37,1,1,4,0,6296,96-08-06,270384,48,5633,1,96,8,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,32,52860.0,700.0,91294.0,17765.0,26.0,50696.0,19142.0,55.0,44625.0,17838.0,78218.0,9284.0,15.0,30800.0,7286.0,2800.0,3,37177.0,15.0,8442.0,45.0,13076.0,10.0,0.0,0.0,173.0,14.0,0.21389986093851707,57835.1
53,1,1,6,0,6297,94-10-25,17508,12,1459,1,94,10,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,31,38203.0,900.0,54432.0,6398.0,37.0,17580.0,6316.0,41.0,40113.0,26663.0,52832.0,3666.0,15.0,13300.0,4171.0,11542.0,17,0.0,0.0,3666.0,41.0,0.0,0.0,0.0,0.0,152.0,14.0,2.7431459904043867,48027.0
33,2,1,4,0,6302,96-09-16,181020,60,3017,1,96,9,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,37,37372.0,500.0,60475.0,9716.0,53.0,27150.0,10066.0,56.0,31782.0,20424.0,44701.0,5660.0,15.0,19900.0,5584.0,2150.0,2,19608.0,18.0,5660.0,56.0,0.0,0.0,0.0,0.0,132.0,17.0,0.2514970721467241,45526.0
41,2,3,4,0,6303,96-02-12,72408,24,3017,-1,96,2,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,9,48890.0,700.0,83620.0,12129.0,96.0,49634.0,17363.0,4.0,36569.0,25252.0,50920.0,18200.0,8700.0,32700.0,10308.0,21685.0,5,0.0,0.0,18200.0,4.0,0.0,0.0,0.0,0.0,185.0,4.0,0.5022083195227047,36363.9
21,2,1,6,0,6306,94-12-20,36684,12,3057,1,94,12,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,50,31948.0,700.0,50774.0,6312.0,8.0,18552.0,6589.0,75.0,29084.0,16660.0,48190.0,3740.0,15.0,24480.0,3582.0,10439.0,30,0.0,0.0,3740.0,75.0,0.0,0.0,0.0,0.0,121.0,20.0,0.9566295932831752,35093.0
41,2,1,4,0,6309,96-11-11,110136,24,4589,1,96,11,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,29,56213.0,400.0,140543.0,13368.0,84.0,45640.0,17084.0,34.0,46212.0,15031.0,123602.0,10204.0,15.0,60700.0,12409.0,22664.0,17,0.0,0.0,11342.0,28.0,4891.0,6.0,0.0,0.0,200.0,12.0,0.3699653156097915,40746.5
23,2,1,5,0,6315,95-02-06,43164,12,3597,1,95,2,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,26,73913.0,800.0,120071.0,19430.0,111.0,57680.0,21566.0,43.0,65030.0,30235.0,98425.0,11019.0,15.0,43700.0,11352.0,850.0,2,41658.0,12.0,11019.0,43.0,0.0,0.0,0.0,0.0,298.0,12.0,0.7262973774441664,31349.9
53,2,1,6,0,6316,94-05-26,76908,12,6409,-1,94,5,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,42,60244.0,1100.0,126003.0,15876.0,17.0,47434.0,16557.0,60.0,47743.0,7889.0,93468.0,10865.0,15.0,52200.0,11345.0,25526.0,26,0.0,0.0,10865.0,60.0,0.0,0.0,0.0,0.0,196.0,16.0,0.1935897435897436,14888.6
33,2,2,6,0,6336,94-03-31,212400,36,5900,1,94,3,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,31,57695.0,300.0,133215.0,13978.0,72.0,48828.0,16886.0,40.0,45872.0,21189.0,97721.0,9227.0,30.0,42900.0,11715.0,22689.0,19,0.0,0.0,9227.0,40.0,0.0,0.0,0.0,0.0,185.0,12.0,0.30235922787193975,64221.1
23,1,1,4,0,6342,95-11-12,60156,36,1671,-1,95,11,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,26,76222.0,400.0,159713.0,18484.0,16.0,49767.0,17607.0,30.0,69587.0,31534.0,109385.0,13796.0,15.0,53600.0,15705.0,25217.0,19,0.0,0.0,17811.0,22.0,2752.0,8.0,0.0,0.0,208.0,7.0,1.7639603697054327,106112.8
49,2,1,3,0,6354,96-10-23,22968,36,638,1,96,10,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,10,22601.0,1000.0,38831.0,4243.0,16.0,8200.0,4142.0,1.0,30563.0,30563.0,30563.0,3600.0,3600.0,3600.0,0.0,6031.0,7,0.0,0.0,3600.0,1.0,0.0,0.0,0.0,0.0,70.0,3.0,1.6906565656565657,38831.0
28,1,2,6,0,6356,93-12-08,95400,36,2650,1,93,12,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,22,48443.0,200.0,92355.0,11707.0,24.0,35760.0,13023.0,25.0,35507.0,4093.0,68828.0,9195.0,30.0,33500.0,11910.0,19704.0,13,0.0,0.0,9195.0,25.0,0.0,0.0,0.0,0.0,155.0,9.0,0.2900104821802935,27667.0
36,1,2,6,0,6358,95-01-14,137880,60,2298,-1,95,1,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,38,27387.0,200.0,52658.0,7317.0,30.0,20684.0,7292.0,51.0,22389.0,322.0,38722.0,5061.0,30.0,20848.0,4850.0,5029.0,7,15082.0,16.0,5061.0,51.0,0.0,0.0,0.0,0.0,103.0,15.0,0.14481288076588336,19966.8
23,2,1,5,0,6362,95-10-31,37908,12,3159,1,95,10,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,31,43235.0,800.0,69530.0,9920.0,14.0,28431.0,10391.0,45.0,41426.0,18342.0,63941.0,5809.0,15.0,22479.0,5721.0,1000.0,2,20218.0,15.0,5809.0,45.0,0.0,0.0,0.0,0.0,160.0,14.0,1.2164582673841933,46113.5
20,1,1,5,0,6403,95-12-05,194880,48,4060,1,95,12,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,37,41138.0,300.0,71139.0,12922.0,108.0,36536.0,13668.0,76.0,34125.0,15529.0,66554.0,5883.0,15.0,23532.0,5597.0,300.0,1,26387.0,18.0,6176.0,62.0,4585.0,14.0,0.0,0.0,159.0,18.0,0.15910816912972087,31007.0
39,2,1,6,0,6407,94-05-26,25944,24,1081,1,94,5,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,19,56281.0,600.0,80155.0,12249.0,65.0,36290.0,13228.0,18.0,57610.0,39321.0,73648.0,9074.0,15.0,29900.0,10309.0,20985.0,11,0.0,0.0,9074.0,18.0,0.0,0.0,0.0,0.0,238.0,8.0,2.674949892075239,69398.9
31,2,1,4,0,6421,96-07-25,96768,36,2688,1,96,7,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,28,57146.0,900.0,117831.0,16277.0,13.0,48172.0,18218.0,38.0,47533.0,13202.0,71610.0,11010.0,15.0,64100.0,13174.0,26675.0,17,0.0,0.0,10522.0,31.0,13167.0,7.0,0.0,0.0,207.0,11.0,0.38645419973544975,37396.4
42,2,3,6,0,6456,93-12-09,47016,12,3918,1,93,12,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,22,60575.0,200.0,112902.0,13031.0,33.0,47705.0,14937.0,20.0,60169.0,23833.0,86704.0,11396.0,100.0,51800.0,12487.0,20371.0,14,0.0,0.0,10599.0,16.0,14581.0,4.0,0.0,0.0,186.0,8.0,1.250068061936362,58773.2
51,2,1,6,0,6460,94-11-06,48672,36,1352,1,94,11,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,34,22926.0,300.0,33484.0,2590.0,34.0,12100.0,2790.0,63.0,23117.0,12084.0,30469.0,1031.0,15.0,5880.0,1431.0,4136.0,21,0.0,0.0,1440.0,27.0,724.0,36.0,0.0,0.0,93.0,13.0,0.4748109796186719,23110.0
60,2,2,4,0,6461,96-09-19,74124,36,2059,1,96,9,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,39,66918.0,400.0,159766.0,14443.0,61.0,49816.0,16611.0,83.0,48476.0,23286.0,127566.0,6477.0,30.0,43200.0,10377.0,23339.0,24,0.0,0.0,9903.0,50.0,1287.0,33.0,0.0,0.0,210.0,15.0,0.34614969510549887,25658.0
56,2,1,4,0,6471,96-08-04,155640,24,6485,1,96,8,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,27,44398.0,500.0,72839.0,12016.0,39.0,34486.0,12853.0,78.0,45455.0,19565.0,69405.0,3640.0,15.0,21700.0,4640.0,23027.0,14,0.0,0.0,5415.0,42.0,1570.0,36.0,0.0,0.0,158.0,13.0,0.2601811873554356,40494.6
44,1,1,6,0,6474,95-06-06,63360,60,1056,1,95,6,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,49,29557.0,700.0,40734.0,4125.0,52.0,12138.0,4199.0,70.0,28794.0,18781.0,39734.0,2521.0,15.0,7300.0,2295.0,6885.0,29,0.0,0.0,1670.0,54.0,5394.0,16.0,0.0,0.0,123.0,20.0,0.40459280303030304,25635.0
54,1,1,6,0,6499,94-01-05,80952,24,3373,1,94,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,22,36676.0,1100.0,67530.0,10395.0,14.0,30354.0,11457.0,32.0,31000.0,11098.0,49010.0,6248.0,15.0,22400.0,6026.0,2400.0,2,22260.0,10.0,6060.0,27.0,7266.0,5.0,0.0,0.0,130.0,10.0,0.3553179662021939,28763.7
60,2,1,4,0,6501,96-04-29,30276,12,2523,-1,96,4,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,58,33128.0,1000.0,58621.0,4203.0,45.0,22708.0,6801.0,34.0,28233.0,8322.0,55721.0,6436.0,15.0,18500.0,6542.0,3044.0,9,16303.0,13.0,6436.0,34.0,0.0,0.0,0.0,0.0,123.0,36.0,0.8234344034879112,24930.3
60,2,1,6,0,6509,94-03-15,55368,24,2307,1,94,3,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,47,49292.0,200.0,113351.0,9205.0,27.0,48139.0,11645.0,51.0,43084.0,2236.0,95551.0,8239.0,15.0,34100.0,8787.0,17160.0,25,0.0,0.0,8239.0,51.0,0.0,0.0,0.0,0.0,164.0,22.0,0.2242161537350094,12414.4
43,2,1,6,0,6512,94-05-26,63312,48,1319,1,94,5,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,35,22916.0,500.0,31463.0,2764.0,26.0,10500.0,2529.0,47.0,22281.0,12052.0,29470.0,1451.0,15.0,4600.0,1207.0,4158.0,23,0.0,0.0,1517.0,30.0,1335.0,17.0,0.0,0.0,93.0,12.0,0.4509966515036644,28553.5
44,2,1,6,0,6520,94-03-16,91200,24,3800,1,94,3,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,18,35999.0,700.0,76737.0,10908.0,16.0,34198.0,12526.0,18.0,29119.0,8885.0,60335.0,9091.0,15.0,22100.0,7611.0,567.0,3,24224.0,8.0,8853.0,15.0,10279.0,3.0,0.0,0.0,123.0,7.0,0.3587203947368421,32715.3
41,2,1,5,0,6526,95-01-03,288468,36,8013,1,95,1,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,14,36174.0,600.0,71939.0,6846.0,6.0,30950.0,11035.0,3.0,40850.0,33082.0,48639.0,15667.0,10700.0,23300.0,6710.0,15892.0,6,0.0,0.0,15667.0,3.0,0.0,0.0,0.0,0.0,61.0,8.0,0.1687025943952189,48665.3
27,1,1,5,0,6535,95-11-02,41952,12,3496,1,95,11,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,31,41640.0,500.0,71527.0,10374.0,72.0,31462.0,11448.0,74.0,41444.0,19350.0,66904.0,4012.0,15.0,25400.0,5131.0,1500.0,3,22473.0,14.0,5814.0,44.0,1369.0,30.0,0.0,0.0,176.0,14.0,0.5884677726926011,24687.4
24,1,2,4,0,6540,95-12-31,309600,48,6450,1,95,12,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,22,64569.0,400.0,112363.0,21228.0,65.0,58052.0,22154.0,34.0,54055.0,23279.0,96077.0,12692.0,30.0,34700.0,11173.0,400.0,1,42219.0,11.0,12692.0,34.0,0.0,0.0,0.0,0.0,221.0,10.0,0.11462564599483203,35488.1
50,1,1,4,0,6545,95-12-12,191880,60,3198,1,95,12,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,35,63414.0,400.0,128539.0,16177.0,72.0,46829.0,15766.0,52.0,47138.0,13849.0,92380.0,9379.0,15.0,59200.0,12748.0,21711.0,26,0.0,0.0,11297.0,36.0,5062.0,16.0,0.0,0.0,191.0,9.0,0.40921930373149884,78521.0
49,1,1,6,0,6546,95-03-27,31728,24,1322,1,95,3,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,41,34654.0,600.0,56123.0,7781.0,36.0,22268.0,8053.0,76.0,29244.0,14413.0,54968.0,3766.0,15.0,19680.0,3841.0,13762.0,23,0.0,0.0,3257.0,62.0,6020.0,14.0,0.0,0.0,139.0,18.0,1.0338722894604133,32802.7
29,2,1,4,1,6550,96-05-18,320592,48,6679,1,96,5,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,30,67081.0,500.0,117828.0,21503.0,92.0,60108.0,22152.0,58.0,57523.0,30972.0,98950.0,9930.0,15.0,46600.0,9882.0,500.0,1,42743.0,15.0,10055.0,57.0,0.0,0.0,2800.0,1.0,246.0,14.0,0.21569034785646557,69148.6
31,2,1,6,1,6577,94-03-11,51696,24,2154,1,94,3,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,44,68480.0,600.0,124339.0,16547.0,120.0,46889.0,16359.0,58.0,50448.0,20809.0,99668.0,11894.0,15.0,59600.0,15573.0,23393.0,31,0.0,0.0,12739.0,53.0,0.0,0.0,2940.0,5.0,222.0,13.0,0.7389778706282883,38202.2
50,1,2,5,0,6578,95-12-11,27984,12,2332,1,95,12,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,30,35116.0,500.0,82352.0,9540.0,57.0,47513.0,14385.0,46.0,27721.0,7301.0,67799.0,5822.0,30.0,25700.0,5631.0,20241.0,14,0.0,0.0,5157.0,36.0,8217.0,10.0,0.0,0.0,176.0,16.0,0.6568217552887364,18380.5
41,1,1,6,0,6580,94-05-22,196080,48,4085,1,94,5,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,20,57320.0,900.0,97457.0,14477.0,124.0,46888.0,16844.0,27.0,43087.0,17227.0,91757.0,7506.0,15.0,35700.0,8078.0,22168.0,13,0.0,0.0,7506.0,27.0,0.0,0.0,0.0,0.0,193.0,7.0,0.44296919624643,86857.4
54,1,1,4,0,6585,96-10-29,372120,60,6202,1,96,10,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,71,73729.0,500.0,128495.0,18718.0,27.0,48768.0,16202.0,101.0,57236.0,23258.0,122562.0,12697.0,15.0,63300.0,13327.0,26473.0,50,0.0,0.0,12697.0,101.0,0.0,0.0,0.0,0.0,253.0,21.0,0.12517601848865959,46580.5
54,1,2,4,0,6589,96-01-01,189696,24,7904,1,96,1,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,30,67650.0,700.0,125387.0,18659.0,153.0,49775.0,17219.0,59.0,47266.0,20241.0,102347.0,7985.0,30.0,57600.0,12916.0,26564.0,21,0.0,0.0,12219.0,36.0,1359.0,23.0,0.0,0.0,212.0,9.0,0.46739045630904186,88662.1
51,1,1,6,0,6591,95-02-02,20832,48,434,1,95,2,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,47,23535.0,500.0,41998.0,4205.0,26.0,13251.0,4569.0,104.0,20390.0,8185.0,41598.0,1728.0,15.0,19700.0,2501.0,6757.0,29,0.0,0.0,2031.0,52.0,1426.0,52.0,0.0,0.0,92.0,18.0,0.8586357526881719,17887.1
29,2,1,5,0,6594,94-09-28,189696,24,7904,-1,94,9,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,5,14900.0,600.0,22500.0,4500.0,600.0,11500.0,4623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11861082995951416,22500.0
48,2,1,6,0,6596,94-06-25,91584,24,3816,1,94,6,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,14,54330.0,1000.0,83039.0,18390.0,29.0,47906.0,19525.0,17.0,47829.0,33392.0,77743.0,12213.0,15.0,30600.0,10065.0,1000.0,1,36500.0,7.0,12213.0,17.0,0.0,0.0,0.0,0.0,161.0,6.0,0.5442315251572327,49842.9
22,2,1,6,0,6598,95-01-18,68112,12,5676,1,95,1,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,37,56311.0,300.0,111589.0,20196.0,114.0,57164.0,21407.0,110.0,44162.0,11180.0,79536.0,6435.0,15.0,42100.0,7593.0,250.0,2,41285.0,18.0,8482.0,69.0,2989.0,41.0,0.0,0.0,213.0,17.0,0.578695384073291,39416.1
47,2,1,4,0,6599,96-11-19,72120,12,6010,1,96,11,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,40,83107.0,1000.0,109339.0,19563.0,93.0,54092.0,19986.0,62.0,70898.0,31361.0,99115.0,11031.0,15.0,50700.0,11556.0,1000.0,1,38766.0,20.0,11031.0,62.0,0.0,0.0,0.0,0.0,328.0,19.0,1.3676053799223515,98631.7
45,1,1,4,0,6600,95-10-08,21852,36,607,1,95,10,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,12,37172.0,700.0,60863.0,8712.0,28.0,27736.0,10571.0,6.0,41183.0,36455.0,42925.0,10273.0,15.0,18100.0,8186.0,14843.0,7,0.0,0.0,12323.0,5.0,26.0,1.0,0.0,0.0,128.0,5.0,1.963179571663921,42899.4
49,2,2,3,0,6613,96-09-22,84120,24,3505,1,96,9,42821,4,13,5,1,3,48.4,8173,5.68,7.01,124,1309,1358,42821,4,13,5,1,3,48.4,8173,5.68,7.01,124,1309,1358,12,61097.0,900.0,89571.0,14357.0,66.0,47952.0,15617.0,7.0,49734.0,32045.0,80845.0,15476.0,30.0,36300.0,15035.0,19073.0,9,0.0,0.0,15476.0,7.0,0.0,0.0,0.0,0.0,207.0,3.0,0.5412375178316691,45528.9
